id,name,collector,street,city,state,zip,phone,contact,instructions,created_at,updated_at,amenities,email,fax
2963,Oak Crest Homeowners Association,Consolidated Management,"128 Vision Park Boulevard, #110",Shenandoah,Texas,77384,281-296-9775,"","Sales incur a $200.00 Transfer Fee payable to Consolidated Management. Refinances incur a $100.00 Processing Fee. At closing, include a copy of the top portion of the closing statement with remittance.",2012-07-16 11:18:42,2016-09-15 15:46:47.018411,"",conmgsvc@swbell.net,281-296-9788
2967,Oak Forum Townhomes Association,Jim Smith,6717 Avenue B,Bellaire,Texas,77401,"",6-26-14,"Sales & Refinances incur no fees. At closing, please send a copy of the top portion of the closing statement.",2012-07-16 11:18:44,2014-06-26 20:03:54.811081,FRONT YARD MAINTENANCE,thereddog1@att.net,""
2962,"Oak Crest Estates, P.O.A.",Consolidated Management,"128 Vision Park Boulevard, #110",Shenandoah,Texas,77384,281-296-9775,"","Sales incur a $200.00 Transfer Fee payable to Consolidated Management. Refinances incur a $100.00 Processing Fee. At closing, include a copy of the top portion of the closing statement with remittance.",2012-07-16 11:18:41,2016-09-15 15:46:40.298635,"",conmgsvc@swbell.net,281-296-9788
2981,Oak Meadows Civic Club,N/A,1003 Axilda,Houston,Texas,77017-3901,713-641-3550,Rita Castro,"THIS ASSN. IS CURRENTLY NOT ASSESSING A MANDATORY MAINTENANCE FEE AS OF THE DATE OF THIS REPORT; WE SUGGEST ACQUIRING A SIGNED STATEMENT FROM THE SELLER THAT THE SELLER IS CURRENTLY NOT PAYING ANY FEES TO ANY ASSN., THEREFORE HOLDING HARMLESS XXXXXXXX TITLE AND MISI. SHOULD THE ASSN. BEGIN ASSESSING IN THE FUTURE, MISI IS NOT RESPONSIBLE FOR ANY RETROACTIVE FEES.",2012-07-16 11:18:51,2013-02-12 17:31:35,"MEETINGS ON THE 4TH THURSDAY OF EVERY MONTH, DEED RESTRICTIONS DIFFER FOR EACH SECTION",,
2982,Oak Park Drive Village Condominiums,Hylton Management,"3311 Richmond, Ste 315",Houston,Texas,77098,713-523-1653,Pat,Sales incur a $25.00 Transfer Fee payable to Hylton Management. Include a copy of the top portion of the closing statement.,2012-07-16 11:18:52,2013-02-12 17:32:04,"",,
2983,Oak Park Estates,Arthur DeBose,14907 Twisting Oak,Houston,Texas,77082,832-724-3473,"",Sales and Refinances incur $100.00 Processing Fees payable to the Association. Include a copy of the top portion of the closing statement.,2012-07-16 11:18:52,2013-02-12 17:32:33,"",,
2985,Oak Park Ridge H O A,Norma Gossman,"6804-E Hwy 6 South, Box 311",Houston,Texas,77083,281-497-7963,713-784-4421,Sales incur a $25.00 Transfer Fee payable to the Association. Refinances incur a $25.00 Processing Fee. Include a copy of the top portion of the closing statement.,2012-07-16 11:18:53,2013-02-12 17:33:43,"",,
2991,Oak Shadows POA,N/A,N/A,N/A,Texas,N/A,N/A,"",THIS ASSN IS CURRENTLY NOT ASSESSING AN ANNUAL MAINTENANCE FEE.WE SUGGEST ACQUIRING A DOCUMENT TO BE SIGNED BY THE SELLER STATING THAT NO FEES ARE PAID TO ANY ASSN; THEREFORE HOLDING HARMLESS XXXXXXXX TITLE AND MISI SHOULD THE ASSN BEGIN ASSESSING IN THE FUTURE. MISI IS NOT RESPONSIBLE FOR ANY RETROACTIVE FEES.,2012-07-16 11:18:57,2013-02-12 17:38:08,"",,
2988,Oak Place Townhomes C.A.,Karen Humphreys,205 Drew Street,Houston,Texas,77006,"713-980-9100, x.14",713-807-1222,Sales & refinances incur no other fees. Please send a copy of the top portion of the closing statement with the purchaser's contact information.,2012-07-16 11:18:55,2016-07-26 14:45:20.449168,"","",""
2999,Oakhaven Townhomes Association,N/A,N/A,N/A,Texas,N/A,N/A,"",THIS ASSN IS CURRENTLY NOT ASSESSING AN ANNUAL MAINTENANCE FEE. WE SUGGEST ACQUIRING A DOCUMENT SIGNED BY THE SELLER STATING NO FEES ARE PAID TO ANY ASSN; THEREFORE HOLDING HARMLESS XXXXXXXXX TITLE & MISI SHOULD THE ASSN BEGIN ASSESSING IN THE FUTURE. MISI IS NOT RESPONSIBLE FOR RETROACTIVE FEES.,2012-07-16 11:19:01,2013-02-12 17:43:29,"",,
2995,Oakbrook Estates,H C M,"1225 Alma Road, Suite 100",Richardson,Texas,75081,832-864-1200,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.houcomm.com.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:18:59,2017-08-14 20:57:33.034841,"","",""
3002,Oakhurst Homeowners Association (T/H),Principal Management Group,11000 Corporate Center Dr. # 150,Houston,Texas,77041,713-329-7100,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.pmghouston.com.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:19:02,2018-01-18 04:18:23.51549,"","",""
2997,Oakcrest Manor H O A,H C M,"1225 Alma Road, Suite 100",Richardson,Texas,75081,832-864-1200,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.houcomm.com.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:19:00,2018-01-18 02:57:28.058064,"","",""
2971,Oak Hill Estates H O A,CIA - Southwest,"3000 Wilcrest Drive, Suite 200",Houston,Texas,77042-3390,713-981-9000,"","*PLEASE VERIFY WHAT DOCUMENTS, SUCH AS RESALE CERTIFICATE OR COMPLIANCE INSPECTION, ARE REQUIRED FOR CLOSING BY EMAILING mfquotes@ciaservices.com* CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.condocerts.com.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:18:46,2018-07-25 15:04:49.454872,"","",""
2998,Oakdale Place C A,Matthew Aubert,"1515 Oakdale, #3",Houston,Texas,77004,281-451-5538,"","On sales, collect 2 months advance assessments. Sales & Refinances incur no other fees. At closing, please send a copy of the top portion of the closing statement with remittance. ",2012-07-16 11:19:00,2018-06-01 14:44:00.466334,"",matthew_aubert@yahoo.com,""
3000,Oakhills of Willis,C S M(Clark Simson Miller),P.O. Box 26941,Charlotte,Texas,28221,980-224-4691/865-315-7505,"Lee Hefner(CSM), Matthew Veith 936-230-2125","Sales incur a $395.00 Transfer Fee/Certification Fee payable to the Clark Simson Miller. Refinances incur no Processing Fee. At closing, please include a copy of the top portion of the closing statement.",2012-07-16 11:19:01,2015-12-08 17:05:12.022544,"",lee@csmhoa.com,865-315-7506
2986,Oak Park Square H O A,Principal Management Group,11000 Corporate Center Drive # 150.,Houston,Texas,77041,713-329-7100,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.pmghouston.com.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:18:54,2014-01-08 00:29:00.923853,"","",""
2989,Oak Ridge North Civic Association,N/A,N/A,N/A,Texas,N/A,N/A,"",THIS ASSN IS CURRENTLY NOT ASSESSING AN ANNUAL MAINTENANCE FEE.WE SUGGEST ACQUIRING A DOCUMENT SIGNED BY THE SELLER STATING NO FEES ARE PAID TO ANY ASSN; THEREFORE HOLDING HARMLESS XXXXXXXXXXXX TITLE & MISI SHOULD THE  ASSN BEGIN ASSESSING IN THE FUTURE. MISI IS NOT RESPONSIBLE FOR RETROACTIVE FEES.,2012-07-16 11:18:56,2015-04-09 18:17:00.583498,"","",""
2984,Oak Park Place II Home Owners Association,Resource Property Management - Vanessa Baumann,P.O Box 1646,Sugar Land,Texas,77487,281-494-9423,"","Sales incur a $150.00 Transfer Fee & $150.00 for Resale Certificate payable to Resource Property Management. Refinances incur a $xx.00 Processing Fee. At closing, include a copy of the top portion of the closing statement with remittance. ",2012-07-16 11:18:53,2015-06-26 21:08:44.384135,"",resomgt@comcast.net,281-491-0479
2994,Oakland Village Civic Association,N/A,N/A,N/A,Texas,N/A,N/A,"",THIS ASSN IS CURRENTLY NOT ASSESSING AN ANNUAL MAINTENANCE FEE.WE SUGGEST ACQUIRING A DOCUMENT SIGNED BY THE SELLER STATING NO FEES ARE PAID TO ANY ASSN; THEREFORE HOLDING HARMLESS XXXXXXXXXXXX TITLE & MISI SHOULD THE  ASSN BEGIN ASSESSING IN THE FUTURE. MISI IS NOT RESPONSIBLE FOR RETROACTIVE FEES.,2012-07-16 11:18:58,2015-07-28 18:00:04.228615,"","",""
3001,Oakhurst C A,C A M,"9802 FM 1960 Bypass West, #210",Humble,Texas,77338,281-852-1155,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:19:02,2015-07-31 17:27:24.808858,"","",""
3010,Oaks of Caroline,Wade Mayberry,5315 Caroline,Houston,Texas,77004,713-563-8870,"","On sales, collect 2 months in advance @ $VARIES P/M. Insurance is issued by Hanover-H R H @ 281-531-4455. Please include a copy of the top portion of the closing statement.  Sales incur a $25.00 Transfer Fee to the Association. Refinances incur no Processing Fee. Include a copy of the top portion of the closing statement.",2012-07-16 11:19:06,2013-02-12 18:02:15,"",,
3014,Oaks of Fleetwood Condominiums,Dick Duffy,1035 Dairy Ashford,Houston,Texas,77079,281-497-7000,"",Include a copy of the top portion of the closing statement.,2012-07-16 11:19:08,2013-02-12 18:03:58,"",,
3015,Oaks of Holly Creek Homeowners Association,Jack Frey Properties,P.O. Box 860,Tomball,Texas,77377-0860,281-351-4921,,COLLECT NO FEES FROM THE DEVELOPER. Include a copy of the top portion of the closing statement.,2012-07-16 11:19:09,2012-07-16 11:19:09,,,
3019,Oaks of Kipling,Bernard Walker,8584 Katy Freeway,Houston,Texas,N/A,N/A,"",Sales incur a $25.00 Transfer Fee payable to the Association. Include a copy of the top portion of the closing statement.,2012-07-16 11:19:11,2013-02-12 18:06:21,"",,
3021,Oaks of Newport,N/A,N/A,N/A,Texas,N/A,328-3576,Penny,SEE NEWPORT MAINTENANCE FUND,2012-07-16 11:19:12,2013-02-12 18:08:03,"",,
3026,Oaks of Val Verde Housing Association,Narinder Singh,5717 B Val Verde,Houston,Texas,77057,832-242-1313,uknjs@aol.com,Sales and Refinances incur no fees. Include a copy of the top portion of the closing statement.,2012-07-16 11:19:15,2013-02-12 18:09:48,"",,
3027,Oaks of Willis,Vonda Faoana,P.O. Box 2213,"Willis,",Texas,77378,936-890-7562,"",Include a copy of the top portion of the closing statement.,2012-07-16 11:19:15,2013-02-12 18:10:01,"",,
3029,Oakwick Forest Homeowners Association,Strobel Tate & Company,1360 Post Oak Blvd. Suite 2450,Houston,Texas,77056,713-850-8586,Lisa Christiansen,The Maintenance is included in the monthly loan payment.,2012-07-16 11:19:16,2013-02-13 17:15:59,"",,
3031,Oakwood Creek Estates,N/A,N/A,N/A,Texas,N/A,N/A,"",THIS ASSN IS CURRENTLY NOT ASSESSING AN ANNUAL MAINTENANCE FEE. WE SUGGEST ACQUIRING A DOCUMENT SIGNED BY THE SELLER STATING NO FEES ARE PAID TO ANY ASSN; THEREFORE HOLDING HARMLESS XXXXXXXXXXXX TITLE & MISI SHOULD THE  ASSN BEGIN ASSESSING IN THE FUTURE. MISI IS NOT RESPONSIBLE FOR RETROACTIVE FEES.,2012-07-16 11:19:17,2013-02-13 17:17:40,"",,
3074,Oyster Bay Homeowners Association,HMS,P. O. Box 38712,Houston,Texas,77238,281-874-0414,Kathy,Sales incur a $75.00 Transfer Fee payable to HMS. Refinances incur a $50.00 Processing Fee. Include a copy of the top portion of the closing statement.,2012-07-16 11:19:40,2013-02-13 17:36:44,"",,
2992,Oak Tree Place C I A,S C S Management,7170 Cherry Park,Houston,Texas,77095,281-463-1777,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:18:57,2018-01-23 03:30:46.248227,"","",""
3022,Oaks of Parkway H O A,H C M,"1225 Alma Road, Suite 100",Richardson,Texas,75081,832-864-1200,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.houcomm.com.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:19:12,2018-01-18 02:58:05.802397,"","",""
3020,Oaks on Kirkwood Condo Association,K R J Management,1800 Augusta # 200,Houston,Texas,77057,713-783-4640,Suzanne,"CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com. AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:19:12,2018-08-24 15:17:58.290625,"","",""
3023,Oaks of River Oaks Townhome Assn.,Betty Chan,2417 Kingston,Houston,Texas,77019-0000,713-526-6249,cell # 832-275-9381 bearchan@yahoo.com,"* $50.00 (18) SPECIAL ASSESSMENT IS PAID. * Sales incur a total of $100.00 for Transfer Fee payable to the Association. Refinances incur no Processing Fee.  $100.00 for a Resale Certificate, if requested.  At closing, include a copy of the top portion of the closing statement with remittance.",2012-07-16 11:19:13,2018-04-11 22:09:26.009697,"","",""
3018,Oaks of Inwood V Improvement Association,S C S Management,7170 Cherry Park,Houston,Texas,77095,281-463-1777,AngelaFAX 463-0050,"CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:19:11,2016-12-08 15:59:57.747791,COMMON AREA UPKEEP - CALL FOR SPECIFICS,"",""
3008,Oaks of Alcorn Community Service Association,SEE FCCSA,N/A,N/A,Texas,N/A,N/A,"",SEE: FIRST COLONY C.S.A.,2012-07-16 11:19:05,2014-12-23 18:31:04.126435,"","",""
3006,Oaks of Atascocita C I A,C A M,"9802 FM 1960 Bypass W, Suite 210",Humble,Texas,77338,281-852-1155,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:19:05,2015-07-27 15:15:00.013571,"RECREATION CENTER, POOL, TENNIS COURT, PLAYGROUND, MARINA ACCESS","",""
2914,Northfield West Homeowners Association,Marshall Management,P.O. Box 35720,Houston,Texas,77235,713-977-6644,"","Sales incur a $100.00 Transfer Fee payable to Marshall. Refinances incur a $100.00 Processing Fee. Include a copy of the top portion of the closing statement.
$75.00 fee for a resale certificate (if requested)",2012-07-16 11:18:16,2014-10-08 01:50:06.712665,TRASH COLLECTION AND GENERAL UPKEEP OF COMMON AREAS,"",""
3025,Oaks of Rosenberg,Crest Management,P.O. Box 219320,Houston,Texas,77218-9320,281-579-0761,"","Sales incur a $195.00 Transfer Fee payable to Crest. Refinances incur a $75.00 Processing Fee. At closing, include a copy of the top portion of the closing statement with remittance. $200.00 for a Resale Certificate, if requested.  QUOTE VALID 30 DAYS FROM DATE OF ISSUANCE! $150.00 Cap Fee DUE from the BUYER.",2012-07-16 11:19:14,2016-03-23 03:02:35.118355,"","",""
895,Cimarron Country P.O.A,Linda - Edwards Bookkeeping Svc.,P.O. Box 542,Magnolia,Texas,77305,936-588-4266,"Linda Edwards, Mon-Fri","THE ASSOCIATION REPRESENTATIVE CAN ONLY RELEASE INFORMATION DIRECTLY TO THE TITLE COMPANY. PLEASE USE THE EMAIL ADDRESS LISTED ABOVE TO REQUEST THE CLOSING STATEMENT.  At closing, include a copy of the top portion of the closing statement showing the Buyer's current contact information: email, phone, and mailing address if the Buyer is not going to reside at this property.",2012-07-16 11:00:24,2016-02-17 19:27:19.903867,"","Sailor26@consolidated.net, CC:bod@cimarroncountrypoa.org",""
3035,Oakwoods Property Owners Association,N/A,N/A,N/A,Texas,N/A,409-756-8770,City of Willis,"THIS ASSN. IS CURRENTLY NOT ASSESSING AN ANNUAL MAINTENANCE FEE AS OF THE DATE OF THIS REPORT; WE SUGGEST ACQUIRING A SIGNED STATEMENT FROM THE SELLER THAT THE SELLER IS CURRENTLY NOT PAYING ANY FEES TO ANY ASSN., THEREFORE HOLDING HARMLESS XXXXXXXXX TITLE AND MISI. SHOULD THE ASSN. BEGIN ASSESSING IN THE FUTURE, MISI IS NOT RESPONSIBLE FOR ANY RETROACTIVE FEES.",2012-07-16 11:19:19,2013-02-13 17:19:32,"",,
3036,Oasis Medical Campus P.O.A.,N/A,N/A,N/A,Texas,N/A,N/A,"",THIS ASSN IS CURRENTLY NOT ASSESSING AN ANNUAL MAINTENANCE FEE.WE SUGGEST ACQUIRING A DOCUMENT SIGNED BY THE SELLER STATING NO FEES ARE PAID TO ANY ASSN; THEREFORE HOLDING HARMLESS XXXXXXXXXXXX TITLE & MISI SHOULD THE ASSN BEGIN ASSESSING IN THE FUTURE. MISI IS NOT RESPONSIBLE FOR RETROACTIVE FEES.,2012-07-16 11:19:20,2013-02-13 17:19:59,"",,
3039,Ojeman Place Patio Homeowners Association,N/A,N/A,N/A,Texas,N/A,984-9813 - Bobby Johnson,"","THIS ASSN. IS CURRENTLY NOT ASSESSING AN ANNUAL MAINTENANCE FEE AS OF THE DATE OF THIS REPORT; WE SUGGEST ACQUIRING A SIGNED STATEMENT FROM THE SELLER THAT THE SELLER IS CURRENTLY NOT PAYING ANY FEES TO ANY ASSN., THEREFORE HOLDING HARMLESS XXXXXXXX TITLE AND MISI. SHOULD THE ASSN. BEGIN ASSESSING IN THE FUTURE, MISI IS NOT RESPONSIBLE FOR ANY RETROACTIVE FEES.",2012-07-16 11:19:21,2013-02-13 17:21:08,"",,
3044,Old Galveston Villas Community Association,Keith C. Woods (Atty),P.O. Box 218866,Houston,Texas,77218,713-582-1447,"",Sales and Refinances incur no fees. Include a copy of the top portion of the closing statement.,2012-07-16 11:19:24,2013-02-13 17:23:15,"",,
3048,Old Mill Park Community Service Association,N/A,N/A,N/A,Texas,N/A,N/A,"",SEE: FIRST COLONY C.S.A.,2012-07-16 11:19:26,2013-02-13 17:25:34,"",,
3173,Parkside Place H O A,Larry Simecek,P O Box 1934,Deer Park,Texas,77536,281-479-6588,"","Sales incur a $25.00 Transfer Fee. Refinances incur no Processing Fee. Please include a copy of the top portion of the closing statement.
e-mail address: parksideplacehoa@yahoo.com",2012-07-16 11:20:37,2013-02-15 16:27:12,"",,
5991,Grandview Estates P O A,Principal Management Group,"11000 Corporate Center , Suite 150",Houston,Texas,77041,713-329-7100,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.pmghouston.com.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2014-10-08 02:14:21.317593,2014-10-08 02:14:21.317593,"","",""
3045,Old Katy Corp.,"","","",Texas,"","","",THIS ASSOCIATION IS CURRENTLY NOT ASSESSING AN ANNUAL MAINTENANCE FEE. WE SUGGEST ACQUIRING A DOCUMENT SIGNED BY THE SELLER STATING NO FEES ARE PAID TO ANY ASSOCIATION; THEREFORE HOLDING HARMLESS ----------- TITLE & MISI SHOULD THE ASSOCIATION BEGIN ASSESSING IN THE FUTURE. MISI IS NOT RESPONSIBLE FOR RETROACTIVE FEES. ,2012-07-16 11:19:25,2014-06-18 15:19:39.459698,"","",""
3033,Oakwood Forest Owners Association,Real Manage,"2633 McKinney Avenue, #130-502",Dallas,Texas,75204,281-531-0002,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.ciranet.com.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:19:18,2014-10-06 18:25:20.881148,"","",""
3046,Old Kentucky Farms P.O.A.,"Chad McKay, Secretary",11237 Triple Crown Way,Conroe,Texas,77304,936-443-3971,"","Sales & Refinances incur a $250.00 processing Fee payable to the Association. At closing, include a copy of the top portion of the closing statement with remittance.",2012-07-16 11:19:25,2017-03-23 21:52:53.878086,COMMUNITY INFORMATION AND GOVERNING DOCUMENTS CAN BE FOUND AT www.oldkentuckyfarms-conroe.com,cem_77378@yahoo.com,""
3037,Oasis Townhomes O A (Oasis on the Bayou),H C M,"1225 Alma Road, Suite 100",Richardson,Texas,75081,832-864-1200,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.houcomm.com.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:19:20,2017-08-14 20:58:54.149564,"","",""
3041,Old Braeswood Townhome Owners Assn.,Cheryl Longuet,2411 Dorringon St.,Houston,Texas,77030,713-725-5085,"","Sales and Refinances incur no other fees. At closing, please send a copy of the top portion of the closing statement for records.                                                                                                                                                                                                                                                                                   ",2012-07-16 11:19:23,2015-06-09 16:46:04.476632,"ELECTRIC GATE, COMMON WATER, AREA INSURANCE",cvlonguet@gmail.com,""
3052,Olde Pecan Plantation Owners Association,Ronald Rosenbush,N/A,N/A,Texas,N/A,N/A,"","THIS ASSN. IS CURRENTLY NOT ASSESSING AN ANNUAL MAINTENANCE FEE AS OF THE DATE OF THIS REPORT; WE SUGGEST ACQUIRING A SIGNED STATEMENT FROM THE SELLER THAT THE SELLER IS CURRENTLY NOT PAYING ANY FEES TO ANY ASSN., THEREFORE HOLDING HARMLESS XXXXXXXX TITLE AND MISI. SHOULD THE ASSN. BEGIN ASSESSING IN THE FUTURE, MISI IS NOT RESPONSIBLE FOR ANY RETROACTIVE FEES.",2012-07-16 11:19:28,2013-02-13 17:27:21,"",,
3053,Olde Town Heights Townhome Association Inc.,Mary Cloud,2933 Michaux,Houston,Texas,77009,713-868-1209,"",Insurance is thru Financial Guardian @ 713-621-2727. Include a copy of the top portion of the closing statement.,2012-07-16 11:19:29,2013-02-13 17:27:43,"",,
3061,One Forum Townhomes Association,Becky Herndon,6711 Ave. B,Bellaire,Texas,77401,713-664-6747,,Include a copy of the top portion of the closing statement.,2012-07-16 11:19:33,2012-07-16 11:19:33,,,
3056,Olsen Estates,"",P.O. Box 155,Mont Belview,Texas,77580,"","","THIS ASSN. IS CURRENTLY NOT ASSESSING AN ANNUAL MAINT.   FEE AS OF THE DATE OF THIS REPORT; WE SUGGEST ACQUIRING A SIGNED STATEMENT    FROM THE SELLER THAT THE SELLER IS CURRENTLY NOT PAYING ANY FEES TO ANY ASSN.,THEREFORE HOLDING HARMLESS XXXXXXX TITLE AND MISI. SHOULD THE ASSN. BEGIN     ASSESSING IN THE FUTURE, MISI IS NOT RESPONSIBLE FOR ANY RETROACTIVE FEES.",2012-07-16 11:19:30,2013-09-12 17:03:44.309207,"",,
3065,Orchard Crossing Estates Community Association,"Residential Community Management, Inc.","2000 Dairy Ashford, #590",Houston,Texas,77077,281-493-5400,CINDY YEGLIN,Sales incur a $100.00 Transfer Fee payable to Cindy Yeglin. Refinances incur a $50.00 Processing Fee. Include a copy of the top portion of the closing statement. NOTE: UPDATES WILL BE ISSUED ONLY BY FAXING YOUR REQUEST TO: FAX # 780-0737,2012-07-16 11:19:35,2013-02-13 17:33:39,GENERAL UPKEEP OF MOBILE HOME PARK,,
3066,Orchard H.O.A.,"Imran Maniar, Manager","4545 Bissonnet, # 115",Bellaire,Texas,77401,713-291-1039,"",Please include a copy of the top portion of the closing statement.,2012-07-16 11:19:36,2013-02-13 17:33:53,"",,
3072,Oxford Townhome Fund,N/A,N/A,N/A,Texas,N/A,N/A,"",This Association is currently not assessing an annual Maintenance Fee per Donna Parks # 1627-B.,2012-07-16 11:19:39,2013-02-13 17:36:04,"",,
3073,Oyster Bay Association,N/A,N/A,N/A,Texas,N/A,James B. Thompson,"","THIS ASSN. IS CURRENTLY NOT ASSESSING AN ANNUAL MAINT. FEE AS OF THE DATE OF THIS REPORT; WE SUGGEST ACQUIRING A SIGNED STATEMENT FROM THE SELLER THAT THE SELLER IS CURRENTLY NOT PAYING ANY FEES TO ANY ASSN., THEREFORE HOLDING HARMLESS XXXXXXXX TITLE AND MISI. SHOULD THE ASSN. BEGIN ASSESSING IN THE FUTURE, MISI IS NOT RESPONSIBLE FOR ANY RETROACTIVE FEES.",2012-07-16 11:19:40,2013-02-13 17:36:21,"",,
3054,"Olive Hill Court H O A, Inc",S C S Management,7170 Cherry Park,Houston,Texas,77095,281-463-1777,"","CLOSING INFORMATION MUST BE SECURED DIRECTLY BY SUBMITTING A REQUEST THROUGH www.homewisedocs.com.  FOR TECHNICAL ASSISTANCE WITH THIS WEBSITE, CALL TOLL FREE : 1-866-925-5004.  PAYMENT MAY BE REQUIRED AT TIME OF REQUEST.  AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF THE CLOSING STATEMENT, WITH REMITTANCE.",2012-07-16 11:19:29,2014-01-08 21:22:00.935349,"","",""
3070,Oxford Court Homeowners Association,Creative Management,8323 Southwest Freeway # 330,Houston,Texas,77074,713-772-4420,"","PRIOR TO CLOSING CONTACT CREATIVE AND REQUEST RESALE CERTIFICATE. RESALE CERTIFICATES, ALTHOUGH NOT MANDATORY, ARE STRONGLY ENCOURAGED.  THE TRANSFER FEE IS $100.00 WITH CERTIFICATE OR $250.00 WITHOUT CERT. REFINANCES INCUR A $50.00 PROCESSING FEE. COLLECT 2 MONTHS IN ADVANCE @ $VARIES P/M. INSURANCE IS THRU BCH @ 713-688-1500. AT CLOSING, INCLUDE A COPY OF THE TOP PORTION OF CLOSING STATEMENT WITH REMITTANCE.   $25.00 CHARGE FOR RESALE CERTIFICATE UPDATES.  RESALE CERTIFICATE CHARGE IS $100.00 PAYABLE IN ADVANCE, SEE ATTACHED!!!  ",2012-07-16 11:19:38,2014-01-21 17:53:03.616158,"",general@cmctx.com,713-772-8655
